Unidade de Lotação,Processo SEI,Tipo de Processo,Usuários,Atividades,Tipo de Ação,Pontuação,Data Entrega
FIGF,53500.123613/2018-18,Pessoal: Planejamento da Força de Trabalho,Antonio Esposito,FIGF_25_3 - Controlar PGDs da SFI 3,Revisão,0,24/11/2020
FIGF,53500.123615/2021-12,Demanda Externa: Subsidiar PFE-Anatel,Antonio Esposito,FIGF_11_2 - Elaborar Informe 2,Análise,13,02/02/2021
FIGF,53500.123615/2021-12,Demanda Externa: Subsidiar PFE-Anatel,Luca Bianchi,FIGF_11_2 - Elaborar Informe 2,Revisão,"1,5",03/02/2021
FIGF,53500.123617/2021-47,Procuradoria: Cumprimento de Decisão Judicial,Maria Bruno,FIGF_17_1 - Solicitar ou consultar outras áreas 1,Análise,"2,5",27/01/2021
FIGF,53500.123617/2021-47,Procuradoria: Cumprimento de Decisão Judicial,Maria Bruno,FIGF_17_1 - Solicitar ou consultar outras áreas 1,Revisão,0,27/01/2021
FIGF,53500.123619/2021-74,Anuências: Bens Reversíveis,Maria Bruno,FIGF_04_1 - Tratar solicitação de fiscalização 1,Análise,"1,5",02/03/2021
GR04FI3,53500.123620/2016-75,PADO: Tarifação - STFC,Vincenzo Longo,SERV_09_4 - Inspeções Não Recorrente e Volumosos,Análise,92,25/02/2021
GR04FI3,53500.123620/2016-75,PADO: Tarifação - STFC,Federica Gentile,SERV_09_4 - Inspeções Não Recorrente e Volumosos,Revisão,9,25/02/2021
GR04FI3,53500.123620/2016-75,PADO: Tarifação - STFC,Vincenzo Longo,APO_03_3 - Levantar subsídios técnicos - 3,Análise,20,29/03/2021
GR04FI3,53500.123620/2016-75,PADO: Tarifação - STFC,Federica Gentile,APO_03_3 - Levantar subsídios técnicos - 3,Revisão,2,29/03/2021
FIGF,53500.123624/2021-91,Anuências: Bens Reversíveis,Maria Bruno,FIGF_04_1 - Tratar solicitação de fiscalização 1,Análise,"1,5",02/03/2021
FIGF,53500.123625/2021-10,Anuências: Bens Reversíveis,Maria Bruno,FIGF_04_1 - Tratar solicitação de fiscalização 1,Análise,"1,5",08/02/2021
GR05FI1,53500.123626/2021-12,Fiscalização: Infraestrutura,Alessandra Martinelli,SERV_02_1 - Analisar e planejar ação parcial,Análise,"11,5",26/02/2021
GR05FI1,53500.123626/2021-12,Fiscalização: Infraestrutura,Alessandra Martinelli,SERV_05_1 - RI Dados Não Volumosos,Análise,"2,5",26/02/2021
GR05FI1,53500.123626/2021-12,Fiscalização: Infraestrutura,Elena Vitale,SERV_09_1 - Inspeções Recorrente e Não Volumoso,Revisão,3,17/03/2021
GR05FI1,53500.123626/2021-12,Fiscalização: Infraestrutura,Daniela Leone,SERV_18_3 - Relatório Centralizada Recorrente,Revisão,"4,5",19/03/2021
GR05FI1,53500.123626/2021-12,Fiscalização: Infraestrutura,Daniela Leone,SERV_20_1 - Encaminhar processo de fiscalização,Revisão,0,19/03/2021
GR05FI1,53500.123626/2021-12,Fiscalização: Infraestrutura,Alessandra Martinelli,SERV_18_3 - Relatório Centralizada Recorrente,Análise,"43,5",18/03/2021
GR05FI1,53500.123626/2021-12,Fiscalização: Infraestrutura,Alessandra Martinelli,SERV_09_1 - Inspeções Recorrente e Não Volumoso,Análise,30,12/03/2021
GR05FI1,53500.123626/2021-12,Fiscalização: Infraestrutura,Alessandra Martinelli,SERV_20_1 - Encaminhar processo de fiscalização,Análise,"0,5",18/03/2021
GR07FI1,53500.123634/2016-72,PAC: Ônus - Serviço Telefônico Fixo Comutado,Salvatore Moretti,TRIB_06_1 - Análise de impugnação,Análise,6,26/01/2021
GR07FI1,53500.123634/2016-72,PAC: Ônus - Serviço Telefônico Fixo Comutado,Salvatore Moretti,TRIB_16_1_50%,Análise,126,29/01/2021
GR07FI1,53500.123634/2016-72,PAC: Ônus - Serviço Telefônico Fixo Comutado,Salvatore Moretti,TRIB_16_1_50%,Análise,126,22/02/2021
GR07FI1,53500.123634/2016-72,PAC: Ônus - Serviço Telefônico Fixo Comutado,Salvatore Moretti,TRIB_10_5 - Relatar grupos 1 e 2,Análise,29,22/02/2021
GR07FI1,53500.123634/2016-72,PAC: Ônus - Serviço Telefônico Fixo Comutado,Salvatore Moretti,TRIB_11_1 - Encaminhar processo de fiscalização,Análise,"0,5",22/02/2021
GR07FI1,53500.123634/2016-72,PAC: Ônus - Serviço Telefônico Fixo Comutado,Daniele Fontana,TRIB_10_5 - Relatar grupos 1 e 2,Revisão,3,24/02/2021
GR07FI1,53500.123634/2016-72,PAC: Ônus - Serviço Telefônico Fixo Comutado,Daniele Fontana,TRIB_11_1 - Encaminhar processo de fiscalização,Revisão,0,24/02/2021
GR07FI1,53500.123634/2016-72,PAC: Ônus - Serviço Telefônico Fixo Comutado,Daniele Fontana,TRIB_16_1_50%,Revisão,0,24/02/2021
GR01FI3,53500.123642/2021-48,Fiscalização: Radiodifusão,Marco Rossi,TEC_16_1 - Concluir ação específica / centralizada,Análise,10,22/02/2021
GR01FI3,53500.123642/2021-48,Fiscalização: Radiodifusão,Marco Rossi,TEC_20_3 - Analisar admissibilidade de denúncia,Análise,3,22/02/2021
GR01FI3,53500.123642/2021-48,Fiscalização: Radiodifusão,Marco Rossi,TEC_16_1 - Concluir ação específica / centralizada,Revisão,0,22/02/2021
GR01FI3,53500.123642/2021-48,Fiscalização: Radiodifusão,Marco Rossi,TEC_20_3 - Analisar admissibilidade de denúncia,Revisão,0,22/02/2021
GR02FI3,53500.123646/2020-48,Fiscalização: Reclamação de Radiointerferência,Paola Lombardo,TEC_01_1 - Ana. e obter inform. ação pont./parc.,Análise,"2,5",27/11/2020
GR02FI3,53500.123646/2020-48,Fiscalização: Reclamação de Radiointerferência,Paola Lombardo,TEC_14_1 - Elaborar Relatório e instruir processo pontual s/ result conclusivo,Análise,"1,5",27/11/2020
GR02FI3,53500.123646/2020-48,Fiscalização: Reclamação de Radiointerferência,Stefania Serra,TEC_01_1 - Ana. e obter inform. ação pont./parc.,Revisão,0,30/11/2020
GR02FI3,53500.123646/2020-48,Fiscalização: Reclamação de Radiointerferência,Stefania Serra,TEC_14_1 - Elaborar Relatório e instruir processo pontual s/ result conclusivo,Revisão,0,30/11/2020
FIGF,53500.123650/2016-97,Fiscalização: Área de Cobertura,Maria Bruno,FIGF_01_1 - Iniciar processo e/ou notificar,Análise,"0,5",11/11/2020
FIGF,53500.123650/2016-97,Fiscalização: Área de Cobertura,Maria Bruno,FIGF_01_1 - Iniciar processo e/ou notificar,Análise,"0,5",11/11/2020
FIGF,53500.123650/2016-97,Fiscalização: Área de Cobertura,Maria Bruno,FIGF_01_1 - Iniciar processo e/ou notificar,Análise,"0,5",11/11/2020
FIGF,53500.123653/2021-78,Anuências: Bens Reversíveis,Maria Bruno,FIGF_04_1 - Tratar solicitação de fiscalização 1,Análise,"1,5",02/03/2021
FIGF,53500.123654/2021-56,Anuências: Bens Reversíveis,Maria Bruno,FIGF_04_1 - Tratar solicitação de fiscalização 1,Análise,"1,5",02/03/2021
FIGF,53500.123655/2019-41,Fiscalização: Coordenação de Ação de Fiscalização,Maria Bruno,FIGF_02_1 - Obter dados e consolidar informações 1,Análise,"3,5",18/01/2021
GR05FI2,53500.123656/2021-71,Demanda Externa: Subsidiar PFE-Anatel,Angela Coppola,APO_03_1 - Levantar subsídios técnicos - 1,Análise,"6,5",28/01/2021
GR05FI2,53500.123656/2021-71,Demanda Externa: Subsidiar PFE-Anatel,Nicola De Santis,APO_03_1 - Levantar subsídios técnicos - 1,Revisão,"0,5",29/01/2021
UO001,53500.123658/2020-26,Fiscalização: Outorga,Roberta D’Angelo,TEC_14_2 - Elaborar Relatório e instruir processo sistêmica,Análise,"7,5",20/11/2020
UO001,53500.123658/2020-26,Fiscalização: Outorga,Angelo Marchetti,TEC_14_2 - Elaborar Relatório e instruir processo sistêmica,Revisão,1,24/11/2020
UO001,53500.123660/2020-24,PADO: Irregularidade Técnica,Angelo Marchetti,TEC_14_2 - Elaborar Relatório e instruir processo sistêmica,Revisão,1,09/12/2020
UO001,53500.123660/2020-24,PADO: Irregularidade Técnica,Angelo Marchetti,TEC_13_1 - Elaborar documentação de fiscalização,Revisão,0,09/12/2020
UO001,53500.123660/2020-24,PADO: Irregularidade Técnica,Cristina Parisi,TEC_14_2 - Elaborar Relatório e instruir processo sistêmica,Análise,"7,5",09/12/2020
UO001,53500.123660/2020-24,PADO: Irregularidade Técnica,Cristina Parisi,TEC_13_1 - Elaborar documentação de fiscalização,Análise,4,09/12/2020
FIGF,53500.123664/2016-15,PAF: Fust,Antonio Esposito,APO_02_1 - Resposta a terceiros,Análise,"0,5",17/03/2021
UO001,53500.123665/2020-91,Fiscalização: Uso do Espectro,Angelo Marchetti,TEC_14_2 - Elaborar Relatório e instruir processo sistêmica,Revisão,1,09/12/2020
UO001,53500.123665/2020-91,Fiscalização: Uso do Espectro,Cristina Parisi,TEC_14_2 - Elaborar Relatório e instruir processo sistêmica,Análise,"7,5",09/12/2020
UO001,53500.123667/2020-83,Fiscalização: Uso do Espectro,Angelo Marchetti,TEC_14_2 - Elaborar Relatório e instruir processo sistêmica,Revisão,1,30/11/2020
UO001,53500.123667/2020-83,Fiscalização: Uso do Espectro,Simona Villa,TEC_14_2 - Elaborar Relatório e instruir processo sistêmica,Análise,"7,5",30/11/2020
UO092,53500.123669/2021-64,Fiscalização: Coordenação das Gerências Regionais,Elisa Conte,TEC_25_1 - Encaminhar e instruir PFIS,Análise,"0,5",22/02/2021
UO021FI,53500.123669/2021-64,Fiscalização: Coordenação das Gerências Regionais,Alessia Ferraro,APO_03_3 - Levantar subsídios técnicos - 3,Análise,20,24/02/2021
UO092,53500.123669/2021-64,Fiscalização: Coordenação das Gerências Regionais,Martina Ferri,TEC_25_1 - Encaminhar e instruir PFIS,Revisão,0,23/02/2021
UO021FI,53500.123669/2021-64,Fiscalização: Coordenação das Gerências Regionais,Claudio Fabbri,APO_03_3 - Levantar subsídios técnicos - 3,Revisão,2,24/02/2021
GR05FI2,53500.123673/2021-18,Fiscalização: Reclamação de Radiointerferência,Stefano Greco,TEC_20_3 - Analisar admissibilidade de denúncia,Análise,3,05/03/2021
UO001,53500.123674/2020-45,PAI: Aspectos Não-Técnicos/Conteúdo,Lorenzo Bianco,TEC_14_2 - Elaborar Relatório e instruir processo sistêmica,Análise,"7,5",16/12/2020
UO001,53500.123674/2020-45,PAI: Aspectos Não-Técnicos/Conteúdo,Angelo Marchetti,TEC_14_2 - Elaborar Relatório e instruir processo sistêmica,Revisão,1,17/12/2020
UO001,53500.123676/2020-65,Fiscalização: Uso do Espectro,Matteo Lombardi,TEC_14_2 - Elaborar Relatório e instruir processo sistêmica,Análise,"7,5",22/12/2020
UO001,53500.123676/2020-65,Fiscalização: Uso do Espectro,Angelo Marchetti,TEC_14_2 - Elaborar Relatório e instruir processo sistêmica,Revisão,1,22/12/2020
UO092,53500.123678/2021-63,Fiscalização: Coordenação das Gerências Regionais,Elisa Conte,TEC_25_1 - Encaminhar e instruir PFIS,Análise,"0,5",20/02/2021
UO081,53500.123678/2021-63,Fiscalização: Coordenação das Gerências Regionais,Claudia Marini,APO_02_1 - Resposta a terceiros,Análise,"0,5",26/02/2021
UO092,53500.123678/2021-63,Fiscalização: Coordenação das Gerências Regionais,Martina Ferri,TEC_25_1 - Encaminhar e instruir PFIS,Revisão,0,22/02/2021
FIGF,53500.123681/2020-81,Suporte à Fiscalização: Normas,Maria Bruno,FIGF_06_1 - Avaliar resultados de fiscalização 1,Análise,6,10/12/2020
UO081,53500.123681/2020-81,Suporte à Fiscalização: Normas,Monica Grasso,APO_05_1_50% - Realizar est. técnicos GT/proj,Análise,15,30/01/2021
UO081,53500.123681/2020-81,Suporte à Fiscalização: Normas,Maurizio Valentini,APO_05_1_50% - Realizar est. técnicos GT/proj,Revisão,"1,5",31/01/2021
UO081,53500.123681/2020-81,Suporte à Fiscalização: Normas,Monica Grasso,APO_05_1 - Realizar estudos técnicos GT/projetos,Análise,30,26/02/2021
UO081,53500.123681/2020-81,Suporte à Fiscalização: Normas,Monica Grasso,APO_05_1 - Realizar estudos técnicos GT/projetos,Análise,30,26/02/2021
UO081,53500.123681/2020-81,Suporte à Fiscalização: Normas,Monica Grasso,APO_05_1 - Realizar estudos técnicos GT/projetos,Análise,30,26/02/2021
UO081,53500.123681/2020-81,Suporte à Fiscalização: Normas,Maurizio Valentini,APO_05_1 - Realizar estudos técnicos GT/projetos,Revisão,3,26/02/2021
UO081,53500.123681/2020-81,Suporte à Fiscalização: Normas,Maurizio Valentini,APO_05_1 - Realizar estudos técnicos GT/projetos,Revisão,3,26/02/2021
UO081,53500.123681/2020-81,Suporte à Fiscalização: Normas,Maurizio Valentini,APO_05_1 - Realizar estudos técnicos GT/projetos,Revisão,3,26/02/2021
GR05FI2,53500.123690/2021-73,Fiscalização: Reclamação de Radiointerferência,Stefano Greco,TEC_20_3 - Analisar admissibilidade de denúncia,Análise,3,02/03/2021
GR05FI2,53500.123691/2021-42,Fiscalização: Reclamação de Radiointerferência,Stefano Greco,TEC_20_2 - Analisar admissibilidade de denúncia,Análise,1,10/02/2021
GR05FI2,53500.123692/2021-31,Fiscalização: Reclamação de Radiointerferência,Stefano Greco,TEC_20_3 - Analisar admissibilidade de denúncia,Análise,3,26/02/2021
GR10FI2,53500.123693/2021-03,Fiscalização: Reclamação de Radiointerferência,Alessio Messina,TEC_01_1 - Ana. e obter inform. ação pont./parc.,Análise,"2,5",12/03/2021
GR05FI2,53500.123693/2021-03,Fiscalização: Reclamação de Radiointerferência,Stefano Greco,TEC_20_3 - Analisar admissibilidade de denúncia,Análise,3,05/03/2021
GR05FI2,53500.123695/2021-76,Fiscalização: Reclamação de Radiointerferência,Stefano Greco,TEC_20_3 - Analisar admissibilidade de denúncia,Análise,3,10/02/2021
GR10FI2,53500.123696/2020-81,Fiscalização: Reclamação de Radiointerferência,Lucia Sala,TEC_01_1 - Ana. e obter inform. ação pont./parc.,Análise,"2,5",11/11/2020
GR10FI2,53500.123696/2020-81,Fiscalização: Reclamação de Radiointerferência,Lucia Sala,TEC_25_1 - Encaminhar e instruir PFIS,Análise,"0,5",22/12/2020
GR10FI2,53500.123696/2020-81,Fiscalização: Reclamação de Radiointerferência,Alessio Messina,TEC_14_1 - Elaborar Relatório e instruir processo pontual s/ result conclusivo,Revisão,0,21/12/2020
GR10FI2,53500.123696/2020-81,Fiscalização: Reclamação de Radiointerferência,Lucia Sala,TEC_14_1 - Elaborar Relatório e instruir processo pontual s/ result conclusivo,Análise,"1,5",21/12/2020
GR05FI2,53500.123700/2021-38,Fiscalização: Reclamação de Radiointerferência,Stefano Greco,TEC_20_3 - Analisar admissibilidade de denúncia,Análise,3,22/03/2021
GR02FI2,53500.123701/2020-19,Demanda Externa: Ministério Público Estadual,Barbara De Angelis,TEC_14_4 - Relat. Sistêmicas e pontual alta prior.,Análise,"25,5",27/11/2020
GR02FI2,53500.123701/2020-19,Demanda Externa: Ministério Público Estadual,Alberto Gatti,TEC_14_4 - Relat. Sistêmicas e pontual alta prior.,Revisão,"2,5",30/11/2020
GR02FI3,53500.123703/2020-54,Demanda Externa: Ministério Público Federal,Stefania Serra,APO_03_1 - Levantar subsídios técnicos - 1,Revisão,0,21/12/2020
GR02FI3,53500.123703/2020-54,Demanda Externa: Ministério Público Federal,Stefania Serra,APO_03_1 - Levantar subsídios técnicos - 1,Análise,"6,5",21/12/2020
GR05FI2,53500.123705/2021-75,Fiscalização: Reclamação de Radiointerferência,Stefano Greco,TEC_20_3 - Analisar admissibilidade de denúncia,Análise,3,02/03/2021
GR05FI2,53500.123706/2021-95,Fiscalização: Reclamação de Radiointerferência,Stefano Greco,TEC_20_3 - Analisar admissibilidade de denúncia,Análise,3,12/02/2021
GR04FI2,53500.123707/2021-19,Fiscalização: Reclamação de Radiointerferência,Federico Pellegrini,TEC_24_1 - Tratar demanda de fiscalização,Análise,"0,5",22/02/2021
GR04FI2,53500.123707/2021-19,Fiscalização: Reclamação de Radiointerferência,Gianluca Palumbo,TEC_01_1 - Ana. e obter inform. ação pont./parc.,Análise,"2,5",02/03/2021
GR05FI2,53500.123707/2021-19,Fiscalização: Reclamação de Radiointerferência,Stefano Greco,TEC_20_2 - Analisar admissibilidade de denúncia,Análise,1,12/02/2021
UO112,53500.123710/2020-72,Fiscalização: Reclamação de Radiointerferência,Riccardo Sanna,TEC_14_3 - Elaborar Relatório e instruir processo prioridade,Análise,13,11/11/2020
UO112,53500.123710/2020-72,Fiscalização: Reclamação de Radiointerferência,Patrizia Farina,TEC_14_3 - Elaborar Relatório e instruir processo prioridade,Revisão,"1,5",12/11/2020
FIGF,53500.123712/2021-81,Anuências: Bens Reversíveis,Maria Bruno,FIGF_04_1 - Tratar solicitação de fiscalização 1,Análise,"1,5",17/03/2021
GR04FI1,53500.123713/2018-01,Demanda Externa: Judiciário,Anna Colombo,TRIB_06_1 - Análise de impugnação,Análise,6,03/12/2020
GR05FI2,53500.123714/2021-32,Fiscalização: Reclamação de Radiointerferência,Stefano Greco,TEC_20_2 - Analisar admissibilidade de denúncia,Análise,1,22/02/2021
GR05FI1,53500.123715/2021-62,Fiscalização: Reclamação de Radiointerferência,Daniela Leone,TEC_14_3 - Elaborar Relatório e instruir processo prioridade,Revisão,"1,5",15/03/2021
GR05FI1,53500.123715/2021-62,Fiscalização: Reclamação de Radiointerferência,Domenico Rizzi,TEC_14_3 - Elaborar Relatório e instruir processo prioridade,Análise,13,15/03/2021
GR05FI1,53500.123715/2021-62,Fiscalização: Reclamação de Radiointerferência,Domenico Rizzi,TEC_01_3_50%,Análise,2,12/03/2021
GR05FI2,53500.123715/2021-62,Fiscalização: Reclamação de Radiointerferência,Stefano Greco,TEC_20_3 - Analisar admissibilidade de denúncia,Análise,3,02/03/2021
GR04FI1,53500.123719/2018-30,Demanda Externa: Órgãos Governamentais Federais,Carlo Monti,TEC_20_2 - Analisar admissibilidade de denúncia,Análise,1,23/03/2021
GR02FI1,53500.123720/2008-61,Fiscalização: Tributário,Mauro Cattaneo,TEC_24_1 - Tratar demanda de fiscalização,Análise,"0,5",26/02/2021
FIGF,53500.123721/2021-81,Anuências: Bens Reversíveis,Maria Bruno,FIGF_04_1 - Tratar solicitação de fiscalização 1,Análise,"1,5",17/03/2021
UO001,53500.123722/2021-61,Fiscalização: Reclamação de Radiointerferência,Angelo Marchetti,TEC_14_2 - Elaborar Relatório e instruir processo sistêmica,Revisão,1,19/03/2021
UO001,53500.123722/2021-61,Fiscalização: Reclamação de Radiointerferência,Angelo Marchetti,TEC_25_1 - Encaminhar e instruir PFIS,Revisão,0,19/03/2021
GR05FI2,53500.123722/2021-61,Fiscalização: Reclamação de Radiointerferência,Stefano Greco,TEC_20_3 - Analisar admissibilidade de denúncia,Análise,3,24/02/2021
UO001,53500.123722/2021-61,Fiscalização: Reclamação de Radiointerferência,Matteo Lombardi,TEC_14_2 - Elaborar Relatório e instruir processo sistêmica,Análise,"7,5",19/03/2021
UO001,53500.123722/2021-61,Fiscalização: Reclamação de Radiointerferência,Matteo Lombardi,TEC_25_1 - Encaminhar e instruir PFIS,Análise,"0,5",19/03/2021
GR05FI2,53500.123727/2021-10,Fiscalização: Reclamação de Radiointerferência,Stefano Greco,TEC_20_3 - Analisar admissibilidade de denúncia,Análise,3,15/03/2021
FIGF,53500.123728/2020-34,Planejamento da Fiscalização: Plano Anual,Giuseppe Ferrari,FIGF_02_1 - Obter dados e consolidar informações 1,Análise,"3,5",04/11/2020
FIGF,53500.123728/2020-34,Planejamento da Fiscalização: Plano Anual,Giovanna Morelli,FIGF_02_1 - Obter dados e consolidar informações 1,Análise,"3,5",06/11/2020
FIGF,53500.123728/2020-34,Planejamento da Fiscalização: Plano Anual,Giovanna Morelli,FIGF_02_1 - Obter dados e consolidar informações 1,Análise,"3,5",06/11/2020
FIGF,53500.123728/2020-34,Planejamento da Fiscalização: Plano Anual,Giovanna Morelli,FIGF_02_1 - Obter dados e consolidar informações 1,Análise,"3,5",16/12/2020
FIGF,53500.123728/2020-34,Planejamento da Fiscalização: Plano Anual,Giovanna Morelli,FIGF_02_1 - Obter dados e consolidar informações 1,Análise,"3,5",22/12/2020
FIGF,53500.123728/2020-34,Planejamento da Fiscalização: Plano Anual,Giovanna Morelli,FIGF_18_1 - Organizar ou registrar reunião 1,Análise,"2,5",23/12/2020
FIGF,53500.123728/2020-34,Planejamento da Fiscalização: Plano Anual,Alessandro Romano,FIGF_18_1 - Organizar ou registrar reunião 1,Análise,"2,5",15/01/2021
FIGF,53500.123728/2020-34,Planejamento da Fiscalização: Plano Anual,Giovanna Morelli,FIGF_02_1 - Obter dados e consolidar informações 1,Análise,"3,5",21/01/2021
UO021FI,53500.123736/2021-02,Fiscalização: Uso do Espectro,Alessia Ferraro,APO_02_1 - Resposta a terceiros,Análise,"0,5",24/02/2021
UO092,53500.123736/2021-02,Fiscalização: Uso do Espectro,Elisa Conte,TEC_25_1 - Encaminhar e instruir PFIS,Análise,"0,5",24/02/2021
GR05FI2,53500.123738/2021-54,Fiscalização: Reclamação de Radiointerferência,Stefano Greco,TEC_20_3 - Analisar admissibilidade de denúncia,Análise,3,18/03/2021
UO001,53500.123739/2021-73,Fiscalização: Área de Cobertura,Angelo Marchetti,SERV_18_1_25%-PARCIAL Relatório Parcial Recorrente,Revisão,"0,5",24/03/2021
